ID,NAME,xcoord,ycoord,address
388,Kei Apple,18.3831160002194,-33.9211469997388,"75, Regent Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
389,Tramway,18.3812290002058,-33.9221950001056,"Tops at Spar, 94, Regent Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
390,Queens Beach,18.3797209992122,-33.9213680009049,"Beach Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
407,Waterkant,18.4217810009495,-33.9200529998925,"22, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
408,St Georges,18.4224909994444,-33.9214569998594,"Pick n Pay, 58, Strand Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
411,Kapteinsklip,18.6216669995664,-34.0675390000189,"Yellowwood Road, Cape Town Ward 82, Mitchells Plain, City of Cape Town, Western Cape, 7456, South Africa"
412,Snowdon,18.6261849996912,-34.0660719996418,"Kilimanjaro Street, Tafelsig, Cape Town Ward 82, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
413,Paulsberg,18.6312650003226,-34.0637080000126,"Kilimanjaro Street, Tafelsig, Cape Town Ward 82, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
414,Langberg,18.6376270008901,-34.0605319995261,"A.Z. Berman Drive, Tafelsig, Cape Town Ward 82, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
415,Spine,18.6316689998658,-34.0540370001126,"A.Z. Berman Drive, Eastridge, Cape Town Ward 79, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
416,Imperial,18.6249460003081,-34.0482879992286,"A.Z. Berman Drive, Eastridge, Cape Town Ward 79, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
417,Mitchell's Plain,18.6196090007939,-34.0464800001131,"2nd Avenue, Eastridge, Cape Town Ward 79, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
418,Pontiac,18.621154000311,-34.0446849994245,"A.Z. Berman Drive, Cape Town Ward 116, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
419,Kerrem,18.6189189999485,-34.0404319996255,"A.Z. Berman Drive, Cape Town Ward 116, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
420,Marguerite,18.6145010002027,-34.0317309991499,"A.Z. Berman Drive, Lentegeur, Cape Town Ward 76, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
421,Sesame,18.6082940002716,-34.0228440000694,"A.Z. Berman Drive, Lentegeur, Cape Town Ward 76, City of Cape Town, Western Cape, 7785, South Africa"
424,Mitchells Plain,18.6196090007939,-34.0464800001131,"2nd Avenue, Eastridge, Cape Town Ward 79, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
428,Langeberg,18.6374329993718,-34.0612579999936,"Kilimanjaro Street, Tafelsig, Cape Town Ward 82, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
435,Foreshore,18.4302909997931,-33.9183560000351,"Virgin Active, 17, D.F. Malan Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
436,Lower Long,18.4231200005053,-33.9188140001425,"1 Thibault Square, 1, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
437,Mid Long,18.4208660004257,-33.9208859998313,"Merchants on Long, 34, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
