trip_id,day_type,direction,route,CAPE TOWN,ESPLANADE,YSTERPLAAT,MUTUAL,LANGA,BONTEHEUWEL,NETREG,HEIDEVELD,NYANGA,PHILIPPI,STOCK ROAD,MANDALAY,NOLUNGILE,NONKQUBELA,KHAYELITSHA,KUYASA,CHRIS HANI
9969,MONDAYS TO FRIDAYS,outbound,S11,17:30,17:34,17:38,17:43,17:48,17:52,17:55,17:58,18:02,18:07,18:10,18:13,18:16,18:19,18:23,18:27,18:31
9955,SATURDAYS,outbound,S11,17:30,17:34,17:38,17:43,17:48,17:52,17:55,17:58,18:02,18:07,18:10,18:13,18:16,18:19,18:23,18:27,18:31
9987,MONDAYS TO FRIDAYS,outbound,S11,17:40,17:44,17:48,17:53,17:58,18:02,18:05,18:08,18:12,18:17,18:20,18:23,18:26,18:29,18:33,18:37,18:41
9986,MONDAYS TO FRIDAYS,inbound,S11,19:08,19:03,18:59,18:53,18:49,18:46,18:42,18:38,18:34,18:29,18:26,18:24,18:19,18:16,18:13,18:09,18:05
9941,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S11,17:55,17:59,18:03,18:08,18:13,18:17,18:20,18:23,18:27,18:32,18:35,18:38,18:41,18:44,18:48,18:52,18:56
9989,MONDAYS TO FRIDAYS,outbound,S11,,,,18:10,18:15,18:19,18:23,18:26,18:30,18:34,18:36,18:39,18:42,18:45,18:49,18:53,18:57
9944,SUNDAYS AND PUBLIC HOLIDAYS,inbound,S11,19:24,19:19,19:15,19:09,19:05,19:02,18:58,18:55,18:52,18:47,18:44,18:42,18:37,18:34,18:28,18:24,18:20
9980,MONDAYS TO FRIDAYS,inbound,S11,19:28,19:23,19:19,19:13,19:09,19:06,19:02,18:58,18:54,18:49,18:46,18:44,18:39,18:36,18:33,18:29,18:25
9973,MONDAYS TO FRIDAYS,outbound,S11,18:05,18:09,18:13,18:18,18:23,18:27,18:30,18:33,18:37,18:42,18:45,18:48,18:51,18:54,18:58,19:02,19:06
9957,SATURDAYS,outbound,S11,18:10,18:14,18:18,18:23,18:28,18:34,18:37,18:40,18:44,18:49,18:52,18:55,18:58,19:01,19:05,19:09,19:13
9962,SATURDAYS,inbound,S11,19:44,19:39,19:35,19:29,19:25,19:22,19:18,19:15,19:12,19:07,19:04,19:02,18:57,18:54,18:48,18:44,18:40
9977,MONDAYS TO FRIDAYS,outbound,S11,18:34,18:38,18:42,18:47,18:52,18:56,18:59,19:02,19:06,19:11,19:14,19:17,19:20,19:23,19:27,19:31,19:35
9982,MONDAYS TO FRIDAYS,inbound,S11,20:03,19:58,19:54,19:48,19:44,19:41,19:37,19:33,19:29,19:24,19:21,19:19,19:14,19:11,19:08,19:04,19:00
9946,SUNDAYS AND PUBLIC HOLIDAYS,inbound,S11,20:14,20:09,20:05,19:59,19:55,19:52,19:48,19:45,19:42,19:37,19:34,19:32,19:27,19:24,19:18,19:14,19:10
9943,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S11,18:50,18:54,18:58,19:03,19:08,19:12,19:15,19:18,19:22,19:27,19:30,19:33,19:36,19:39,19:43,19:47,19:51
9959,SATURDAYS,outbound,S11,18:52,18:56,19:00,19:05,19:10,19:16,19:19,19:22,19:26,19:31,19:34,19:37,19:40,19:43,19:47,19:51,19:55
9964,SATURDAYS,inbound,S11,20:26,20:21,20:17,20:11,20:07,20:04,20:00,19:57,19:54,19:49,19:46,19:44,19:39,19:36,19:30,19:26,19:22
9979,MONDAYS TO FRIDAYS,outbound,S11,19:05,19:09,19:13,19:18,19:23,19:27,19:30,19:33,19:37,19:42,19:45,19:48,19:51,19:54,19:58,20:02,20:06
9981,MONDAYS TO FRIDAYS,outbound,S11,19:38,19:42,19:46,19:51,19:56,20:00,20:03,20:06,20:10,20:15,20:18,20:21,20:24,20:27,20:31,20:35,20:39
9961,SATURDAYS,outbound,S11,19:50,19:54,19:58,20:03,20:08,20:12,20:15,20:18,20:22,20:27,20:30,20:33,20:36,20:39,20:43,20:47,20:51
9945,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S11,19:58,20:02,20:06,20:11,20:16,20:23,20:26,20:29,20:33,20:38,20:41,20:44,20:47,20:50,20:54,20:58,21:02
9983,MONDAYS TO FRIDAYS,outbound,S11,20:25,20:29,20:33,20:38,20:43,20:44,20:47,20:50,20:54,20:59,21:02,21:05,21:08,21:11,21:15,21:19,21:23
